id,title,vote_average,vote_count,release_date,runtime,original_language,overview,popularity,poster_path,genres,production_companies,production_countries,spoken_languages,platform,clean_title
133645,Carol,7.494,3439,2015-11-20,118,English,"In 1950s New York, a department-store clerk who dreams of a better life falls for an older, married woman.",14.888,/cJeled7EyPdur6TnCA5GYg0UVna.jpg,"Romance, Drama","killer films, number 9 films, film4 productions","United Kingdom, United States of America",English,Netflix,carol
46723,Babel,7.181,3427,2006-09-08,143,English,"In Babel, a tragic incident involving an American couple in Morocco sparks a chain of events for four families in different countries throughout the world. In the struggle to overcome isolation, fear, and displacement, each character discovers that it is family that ultimately provides solace. In the remote sands of the Moroccan desert, a rifle shot rings out  detonating a chain of events that will link an American tourist couples frantic struggle to survive, two Moroccan boys involved in an accidental crime, a nanny illegally crossing into Mexico with two American children and a Japanese teen rebel whose father is sought by the police in Tokyo. Separated by clashing cultures and sprawling distances, each of these four disparate groups of people are nevertheless hurtling towards a shared destiny of isolation and grief.",16.306,/cDy5iZL2C01jiT5wDSE4jOvoT52.jpg,Drama,"babel productions inc., paramount, paramount vantage, mrc, anonymous content, central films","France, Japan, Mexico, Morocco, United States of America","Arabic, English, Spanish, French, Japanese, Russian",Netflix,babel
105731,Carrie,7.3,3415,1976-11-03,98,English,"Carrie White, a shy and troubled teenage girl who is tormented by her high school peers and her fanatically religious mother, begins to use her powers of telekinesis to exact revenge upon them.",25.558,/uc3OvgmbnYaS5Y0BOjSmC1EmSz1.jpg,"Horror, Thriller",united artists,United States of America,English,Netflix,carrie
75341,Remember Me,7.102,3367,2010-03-11,113,English,"Still reeling from a heartbreaking family event and his parents' subsequent divorce, Tyler Hawkins discovers a fresh lease on life when he meets Ally Craig, a gregarious beauty who witnessed her mother's death. But as the couple draws closer, the fallout from their separate tragedies jeopardizes their love.",18.789,/j7umuMiLCHvWT7wYhFKJOTFSokF.jpg,"Drama, Romance",summit entertainment,United States of America,English,Netflix,remember me
7347,Secret Window,6.578,3339,2004-03-12,96,English,"Mort Rainey, a writer just emerging from a painful divorce with his ex-wife, is stalked at his remote lake house by a psychotic stranger and would-be scribe who claims Rainey swiped his best story idea. But as Rainey endeavors to prove his innocence, he begins to question his own sanity.",18.194,/gvVmdVvJw620TV0EHaynarlKgqQ.jpg,"Mystery, Thriller","pariah entertainment group, grand slam productions, columbia pictures",United States of America,English,Prime Video,secret window
72011,Up in the Air,6.852,3332,2009-09-05,110,English,"Corporate downsizing expert Ryan Bingham spends his life in planes, airports, and hotels, but just as he’s about to reach a milestone of ten million frequent flyer miles, he meets a woman who causes him to rethink his transient life.",27.184,/wZRNEkDxVDNNVaCPN7jKziMHmk5.jpg,"Drama, Romance","right of way films, paramount, cold spring pictures, rickshaw productions, the montecito picture company, dw studios",United States of America,English,Netflix,up in the air
180297,The Disaster Artist,7.113,3316,2017-03-12,104,English,"An aspiring actor in Hollywood meets an enigmatic stranger by the name of Tommy Wiseau, the meeting leads the actor down a path nobody could have predicted; creating the worst movie ever made.",14.072,/jj84nF5vYRD0HUTowBKcrKk8hZP.jpg,"Comedy, Drama","new line cinema, rabbit bandini productions, point grey pictures, good universe, ratpac entertainment, ramona films",United States of America,English,Netflix,the disaster artist
60126,Get Smart,6.17,3315,2008-06-19,110,English,"When the identities of secret agents from Control are compromised, the Chief promotes hapless but eager analyst Maxwell Smart and teams him with stylish, capable Agent 99, the only spy whose cover remains intact. Can they work together to thwart the evil plans of KAOS and its crafty operative?",20.629,/c1x9EYmTTe9xTM8DclELORwC1PN.jpg,"Action, Comedy, Thriller","mosaic media group, mad chance, callahan filmworks, atlas entertainment, wv films iv",United States of America,"English, Russian",Netflix,get smart
158783,The Handmaiden,8.246,3299,2016-06-01,145,ko,"In 1930s Korea, a swindler and a young woman pose as a Japanese count and a handmaiden to seduce a Japanese heiress and steal her fortune.",55.173,/8MnMGO3oALkaiavehLmsKwvBU8S.jpg,"Thriller, Drama, Romance","moho film, yong film, cj entertainment",South Korea,"Japanese, Korean",Prime Video,the handmaiden
92507,Safe House,6.443,3294,2012-02-08,115,English,"A dangerous CIA renegade resurfaces after a decade on the run. When the safe house he's remanded to is attacked by mercenaries, a rookie operative escapes with him. Now, the unlikely allies must stay alive long enough to uncover who wants them dead.",22.791,/7SYBPjv5ywF6cI4BSFFtlDyChT2.jpg,"Action, Thriller","universal pictures, relativity media, bluegrass films, dentsu",United States of America,"English, Afrikaans, Spanish",Netflix,safe house
71057,9,6.907,3263,2009-08-19,79,English,"When 9 first comes to life, he finds himself in a post-apocalyptic world. All humans are gone, and it is only by chance that he discovers a small community of others like him taking refuge from fearsome machines that roam the earth intent on their extinction. Despite being the neophyte of the group, 9 convinces the others that hiding will do them no good.",24.562,/3uqXGOH4BQ2CLJWkDJZ0PzbUzOn.jpg,"Action, Adventure, Animation, Science Fiction, Thriller","tim burton productions, relativity media, arc productions, starz animation, focus features","Canada, Luxembourg, United States of America",English,Netflix,9
159415,Swiss Army Man,6.9,3259,2016-06-24,97,English,"Alone on a tiny deserted island, Hank has given up all hope of ever making it home again. But one day everything changes when a dead body washes ashore, and he soon realizes it may be his last opportunity to escape certain death. Armed with his new “friend” and an unusual bag of tricks, the duo go on an epic adventure to bring Hank back to the woman of his dreams.",28.144,/8pxn8CQ6SD6tly75lrKw08wfZKv.jpg,"Comedy, Drama, Romance, Fantasy, Adventure","blackbird, tadmor, astrakan films ab, cold iron pictures, prettybird","Sweden, United States of America",English,Netflix,swiss army man
3160,Magnolia,7.727,3229,1999-12-10,189,English,"An epic mosaic of many interrelated characters in search of happiness, forgiveness, and meaning in the San Fernando Valley.",22.963,/tpfC325Jk6S38VTe5dDWjWtoyxr.jpg,Drama,"ghoulardi film company, the magnolia project, new line cinema",United States of America,"English, French, German",Netflix,magnolia
103980,Blue Jasmine,6.998,3222,2013-08-01,99,English,"After experiencing a traumatic misfortune, Jasmine French, a wealthy woman from New York, moves to San Francisco to live with her foster sister Ginger and the firm purpose of getting a new life, but she will be haunted by anxiety and memories of the past.",14.324,/zLdLiUJfueZBctdv8OvkmGXEHEC.jpg,Drama,"gravier productions, perdido productions",United States of America,English,Netflix,blue jasmine
81782,Unstoppable,6.561,3222,2010-11-04,98,English,"A runaway train, transporting deadly, toxic chemicals, is barreling down on Stanton, Pennsylvania,  and proves to be unstoppable until a veteran engineer and young conductor risk their lives to try and stop it with a switch engine.",27.263,/zKvHwL0GqLOear8rTnUPSTRYY0r.jpg,"Action, Thriller","prospect park, scott free productions, firm films, millbrook farm productions, 20th century fox",United States of America,English,Netflix,unstoppable
106785,Homefront,6.957,3210,2013-11-12,100,English,"Phil Broker is a former DEA agent who has gone through a crisis after his action against a biker gang went horribly wrong and it cost the life of his boss' son. He is recently widowed and is left with a 9-years-old daughter, Maddy. He decides to quit the turbulent and demanding life of thrill for Maddy's sake and retires to a small town. His daughter fights off a boy who was bullying her at school and this sets in motion a round of events that end in his direct confrontation with the local Meth drug lord. His past history with the biker gang also enters the arena, making matters more complex. But he has a mission in his mind to protect his daughter and he is ready to pay any cost that it demands.",41.134,/v55tfjL3QGeabkXAMXPb4olwjL0.jpg,"Action, Thriller","open road films, millennium media, universal pictures",United States of America,English,Netflix,homefront
5872,Die Another Day,5.963,3197,2002-11-17,133,English,"James Bond is sent to investigate the connection between a North Korean terrorist and a diamond mogul, who is funding the development of an international space weapon.",28.423,/bZmGqOhMhaLn8AoFMvFDct4tbrL.jpg,"Adventure, Action, Thriller","eon productions, metro-goldwyn-mayer, danjaq","United Kingdom, United States of America","English, Korean, Cantonese, German, Spanish, Icelandic, Italian",Netflix,die another day
72605,Brothers,7.316,3193,2009-12-02,105,English,"When his helicopter goes down during his fourth tour of duty in Afghanistan, Marine Sam Cahill is presumed dead. Back home, brother Tommy steps in to look over Sam’s wife, Grace, and two children. Sam’s surprise homecoming triggers domestic mayhem.",27.829,/ySXRgHCdelVtvUyHcKGpiQKb052.jpg,"Drama, Thriller, War","lionsgate, relativity media, sighvatsson films, michael de luca productions, palomar pictures, mandate international",United States of America,English,Netflix,brothers
33166,Crash,7.222,3193,2005-05-06,112,English,"In post-Sept. 11 Los Angeles, tensions erupt when the lives of a Brentwood housewife, her district attorney husband, a Persian shopkeeper, two cops, a pair of carjackers and a Korean couple converge during a 36-hour period.",13.814,/3aOOJQEoU9iL9hYNTbEuFNDaDnn.jpg,Drama,"lionsgate, blackfriars bridge films, yari film group, bob yari productions, apolloproscreen filmproduktion, bull's eye entertainment, dej productions, harris company","Germany, United States of America","English, Persian, Spanish, Mandarin, Korean",Netflix,crash
4232,Spy Kids,5.783,3161,2001-03-18,88,English,"Carmen and Juni think their parents are boring. Little do they know that in their day, Gregorio and Ingrid Cortez were the top secret agents from their respective countries. They gave up that life to raise their children. Now, the disappearances of several of their old colleagues forces the Cortez' return from retirement. What they didn't count on was Carmen and Juni joining the ""family business.""",45.58,/44EKLFDthYONe4HAGZpGxEKeG8N.jpg,"Action, Comedy, Family, Adventure","troublemaker studios, dimension films, miramax",United States of America,"Spanish, English",Netflix,spy kids
3273,Scream 3,5.976,3157,2000-02-03,116,English,"While Sidney lives in safely guarded seclusion, bodies begin dropping around the Hollywood set of STAB 3, the latest movie based on the gruesome Woodsboro killings.",41.911,/qpH8ToZVlFD1bakL04LkEKodyDI.jpg,"Horror, Mystery","craven-maddalena films, dimension films, konrad pictures, miramax",United States of America,English,Netflix,scream 3
91126,War Horse,7.303,3157,2011-12-25,146,English,"On the brink of the First World War, Albert's beloved horse Joey is sold to the Cavalry by his father. Against the backdrop of the Great War, Joey begins an odyssey full of danger, joy, and sorrow, and he transforms everyone he meets along the way. Meanwhile, Albert, unable to forget his equine friend, searches the battlefields of France to find Joey and bring him home.",20.494,/nF66DU2zPLFb9CxDQNSNX2RgNaq.jpg,"War, History, Drama, Adventure","touchstone pictures, amblin entertainment, reliance entertainment, dreamworks pictures, the kennedy/marshall company",United States of America,English,Netflix,war horse
158830,The BFG,6.253,3136,2016-06-01,117,English,"The BFG is no ordinary bone-crunching giant. He is far too nice and jumbly. It's lucky for Sophie that he is. Had she been carried off in the middle of the night by the Bloodbottler, or any of the other giants—rather than the BFG—she would have soon become breakfast. When Sophie hears that the giants are flush-bunking off to England to swollomp a few nice little chiddlers, she decides she must stop them once and for all. And the BFG is going to help her!",30.078,/vssXmCrfCiARkQ0512oG0wjh2h9.jpg,"Adventure, Family, Fantasy","walt disney pictures, amblin entertainment, reliance entertainment, walden media, the kennedy/marshall company, dreamworks pictures","India, United States of America",English,Netflix,the bfg
1367,101 Dalmatians,5.893,3130,1996-11-27,103,English,"An evil, high-fashion designer plots to steal Dalmatian puppies in order to make an extravagant fur coat, but instead creates an extravagant mess.",34.452,/8o2ADoAyG796UwTjwBFjPyBz0yG.jpg,"Family, Comedy","great oaks entertainment, walt disney pictures, wizzer productions","United Kingdom, United States of America","Arabic, English",Disney Plus,101 dalmatians
86190,Hanna,6.574,3122,2011-04-07,111,English,"Raised by her father, an ex-CIA agent, in the wilds of Finland, Hanna's upbringing has been geared to making her the perfect assassin. Sent into the world by her father on a mission, Hanna journeys across Europe, eluding agents dispatched after her by a ruthless intelligence operative. As she nears her ultimate target, Hanna faces startling revelations about her existence.",14.833,/uKayL9UbuFZS7pfB8RbAxETsqHi.jpg,"Action, Thriller, Adventure","focus features, neunte babelsberg film, holleran company, sechzehnte babelsberg film","Germany, United Kingdom, United States of America","English, French, German, Italian, Arabic, Spanish",Prime Video,hanna
7373,Hellboy,5.554,3119,2019-04-10,121,English,"Hellboy comes to England, where he must defeat Nimue, Merlin's consort and the Blood Queen. But their battle will bring about the end of the world, a fate he desperately tries to turn away.",30.834,/bk8LyaMqUtaQ9hUShuvFznQYQKR.jpg,"Fantasy, Horror, Action, Adventure","campbell grobman films, dark horse entertainment, millennium media, summit entertainment, boyana film studios, lawrence gordon productions, davis films, lionsgate","Bulgaria, Canada, France, Portugal, United States of America","German, English, Russian, Turkish",Netflix,hellboy
8981,Closer,6.833,3114,2004-12-03,104,English,Two couples disintegrate when they begin destructive adulterous affairs with each other.,20.57,/fGGaokx4k00S0J603VG53Qlr9jz.jpg,"Drama, Romance",columbia pictures,"United Kingdom, United States of America",English,Prime Video,closer
316,Stargate,6.978,3090,1994-10-28,121,English,"An interstellar teleportation device, found in Egypt, leads to a planet with humans resembling ancient Egyptians who worship the god Ra.",24.078,/kLacy1TrSedHrZcsup1JNHl1upk.jpg,"Action, Adventure, Science Fiction","carolco pictures, centropolis entertainment, canal+","France, United States of America","English, Norwegian, Swedish",Netflix,stargate
2701,Wild Wild West,5.314,3086,1999-06-30,106,English,Legless Southern inventor Dr. Arliss Loveless plans to rekindle the Civil War by assassinating President U.S. Grant. Only two men can stop him: gunfighter James West and master-of-disguise and inventor Artemus Gordon. The two must team up to thwart Loveless' plans.,22.651,/1AUzpDzJSecEBIgwUIPzL5KMuTQ.jpg,"Action, Adventure, Comedy, Science Fiction, Western","peters entertainment, sonnenfeld josephson worldwide entertainment, todman, simon, lemasters productions, warner bros. pictures",United States of America,English,Netflix,wild wild west
628,Primal Fear,7.652,3058,1996-03-06,129,English,"An arrogant, high-powered attorney takes on the case of a poor altar boy found running away from the scene of the grisly murder of the bishop who has taken him in. The case gets a lot more complex when the accused reveals that there may or may not have been a third person in the room.",31.386,/qJf2TzE8nRTFbFMPJNW6c8mI0KU.jpg,"Crime, Drama, Mystery, Thriller","paramount, rysher entertainment",United States of America,"English, Spanish",Netflix,primal fear
103755,Turbo,6.188,3049,2013-07-11,96,English,The tale of an ordinary garden snail who dreams of winning the Indy 500.,26.014,/inTKQni4YW8syrfgnXHwzmNeSo4.jpg,"Animation, Family","dreamworks animation, 20th century fox",United States of America,English,Netflix,turbo
80219,Machete,6.34,3040,2010-09-01,105,English,"After being set-up and betrayed by the man who hired him to assassinate a Texas Senator, an ex-Federale launches a brutal rampage of revenge against his former boss.",19.946,/dcPSm1rGEFdiEc7DaKz0t5kb66b.jpg,"Action, Comedy, Thriller","overnight films, troublemaker studios",United States of America,"English, Spanish",Prime Video,machete
49649,Eragon,5.073,3039,2006-12-14,104,English,"In his homeland of Alagaesia, a farm boy happens upon a dragon's egg -- a discovery that leads him on a predestined journey where he realized he's the one person who can defend his home against an evil king.",24.517,/k8f8WZjTzZ6TJYrKpyayCB4zKlw.jpg,"Fantasy, Action, Adventure, Family","fox 2000 pictures, davis entertainment, dune entertainment, major studio partners, mid atlantic films, 20th century fox, ingenious media","United Kingdom, United States of America, Hungary",English,Disney Plus,eragon
94015,Mirror Mirror,5.918,3030,2012-03-15,106,English,"After she spends all her money, an evil enchantress queen schemes to marry a handsome, wealthy prince. There's just one problem - he's in love with a beautiful princess, Snow White. Now, joined by seven rebellious dwarves, Snow White launches an epic battle of good vs. evil...",21.241,/pys6zIJN8Sxlk2Ss2GZuYuXPbtw.jpg,"Adventure, Comedy, Family, Fantasy","misher films, relativity media, yucaipa films, goldmann pictures, rat entertainment, misha films",United States of America,English,Netflix,mirror mirror
89904,The Artist,7.453,3030,2011-10-12,100,French,"Hollywood, 1927: As silent movie star George Valentin wonders if the arrival of talking pictures will cause him to fade into oblivion, he sparks with Peppy Miller, a young dancer set for a big break.",17.85,/z68py0ZqPgeacGPG54AGVRbNBS7.jpg,"Drama, Comedy, Romance","ufilm, la petite reine, studio 37, la classe américaine, jd prod, france 3 cinéma, jouror productions","Belgium, France",No Language,Netflix,the artist
97172,Frankenweenie,6.944,3024,2012-10-04,87,English,"When a car hits young Victor's pet dog Sparky, Victor decides to bring him back to life the only way he knows how. But when the bolt-necked ""monster"" wreaks havoc and terror in the hearts of Victor's neighbors, he has to convince them that Sparky's still the good, loyal friend he was.",28.901,/yGjVbLVdZRBlZTTQVBsj2KUjL1s.jpg,"Animation, Comedy, Family",tim burton productions,United States of America,English,Disney Plus,frankenweenie
2694,Big Daddy,6.46,3007,1999-06-25,93,English,"A lazy law school grad adopts a kid to impress his girlfriend, but everything doesn't go as planned and he becomes the unlikely foster father.",21.776,/m0KrgL5uGJRGyGG7LBkyKrqxB8q.jpg,"Comedy, Drama",columbia pictures,United States of America,"English, Italian",Netflix,big daddy
111443,Chef,7.121,3004,2014-05-08,114,English,"When Chef Carl Casper suddenly quits his job at a prominent Los Angeles restaurant after refusing to compromise his creative integrity for its controlling owner, he is left to figure out what's next. Finding himself in Miami, he teams up with his ex-wife, his friend and his son to launch a food truck. Taking to the road, Chef Carl goes back to his roots to reignite his passion for the kitchen -- and zest for life and love.",20.584,/yMtKHR6VG1Yagvv5F7IFpsGBm66.jpg,Comedy,"altus media, fairview entertainment, prescience",United States of America,"English, Spanish",Netflix,chef
140247,The Gift,6.697,2995,2015-07-31,108,English,Simon and Robyn are a young married couple whose life is going as planned until a chance run-in with Simon's high school acquaintance sends their world into a tailspin.,16.035,/kH3qLP8pn68Xq5XwvmPkCyaAU7W.jpg,"Thriller, Mystery, Drama","blumhouse productions, blue-tongue films, ahimsa films","Australia, United States of America",English,Netflix,the gift
184253,The Cloverfield Paradox,5.594,2993,2018-02-04,102,English,"Orbiting above a planet on the brink of war, scientists test a device to solve an energy crisis and end up face-to-face with a dark alternate reality.",19.542,/vJi2ExTcWdJR3150VPKqqtdGxsT.jpg,"Horror, Science Fiction, Action, Thriller","paramount, bad robot",United States of America,English,Netflix,the cloverfield paradox
78039,Blue Valentine,6.9,2974,2010-12-16,112,English,"Dean and Cindy live a quiet life in a modest neighborhood. They appear to have the world at their feet at the outset of the relationship. However, his lack of ambition and her retreat into self-absorption cause potentially irreversible cracks in their marriage.",16.501,/vqQPrOc0XCloZhuOeR66wjsnyUo.jpg,"Drama, Romance","cottage industries, incentive filmed entertainment, silverwood films, hunting lane films, chrysler corporation, shade pictures, motel movies",United States of America,English,Netflix,blue valentine
96811,End of Watch,7.323,2947,2012-09-20,109,English,Two young officers are marked for death after confiscating a small cache of money and firearms from the members of a notorious cartel during a routine traffic stop.,30.648,/pDeVKQICkcdwwjHxGj0MeS14YJ6.jpg,"Crime, Drama, Thriller","5150 action, efo films, exclusive media, hedge fund film partners, crave films, knightsbridge entertainment, le grisbi productions",United States of America,"English, Spanish",Netflix,end of watch
6659,Tremors,6.878,2935,1990-01-19,96,English,"Hick handymen Val McKee and Earl Bassett can barely eke out a living in the Nevada hamlet of Perfection, so they decide to leave town -- despite an admonition from a shapely seismology coed who's picking up odd readings on her equipment. Before long, Val and Earl discover what's responsible for those readings: 30-foot-long carnivorous worms with a proclivity for sucking their prey underground.",21.915,/cA4ggkZ3r1d5r9hOAUWC8x5ul2i.jpg,"Horror, Action, Science Fiction","no frills film production, universal pictures, wilson-maddock production",United States of America,English,Netflix,tremors
3247,Sister Act,6.823,2922,1992-05-28,100,English,"A Reno singer witnesses a mob murder and the cops stash her in a nunnery to protect her from the mob's hitmen. The mother superior does not trust her, and takes steps to limit her influence on the other nuns. Eventually the singer rescues the failing choir and begins helping with community projects, which gets her an interview on TV—and identification by the mob.",27.233,/xZvVSZ0RTxIjblLV87vs7ADM12m.jpg,"Music, Comedy","touchstone pictures, touchwood pacific partners 1",United States of America,English,Disney Plus,sister act
142074,Knock Knock,5.339,2904,2015-06-26,99,English,"When a devoted husband and father is left home alone for the weekend, two stranded young women unexpectedly knock on his door for help. What starts out as a kind gesture results in a dangerous seduction and a deadly game of cat and mouse.",33.974,/cUC4rUb1Cs2KMaZ6RD4uYUEEwls.jpg,Thriller,"sobras international pictures, lionsgate premiere, ufa, black bear pictures, camp grey, elevated films, movie trailer house, rogovin brothers, dragonfly entertainment","Chile, Germany, Israel, United States of America","Spanish, English",Netflix,knock knock
2412,Rocky V,5.767,2904,1990-11-16,104,English,"A lifetime of taking shots has ended Rocky’s career, and a crooked accountant has left him broke. Inspired by the memory of his trainer, however, Rocky finds glory in training and takes on an up-and-coming boxer.",36.638,/tevHaVxtrMTaUi8f3YjLWYSSY8A.jpg,Drama,"united artists, winkler films",United States of America,"English, Georgian",Netflix,rocky v
105468,Cloudy with a Chance of Meatballs 2,6.436,2898,2013-09-26,95,English,"After the disastrous food storm in the first film, Flint and his friends are forced to leave the town. Flint accepts the invitation from his idol Chester V to join The Live Corp Company, which has been tasked to clean the island, and where the best inventors in the world create technologies for the betterment of mankind. When Flint discovers that his machine still operates and now creates mutant food beasts like living pickles, hungry tacodiles, shrimpanzees and apple pie-thons, he and his friends must return to save the world.",33.819,/tT2DN1tWk1zpCxqvaaNY8yP8Awn.jpg,"Animation, Family, Comedy","columbia pictures, sony pictures animation",United States of America,English,Netflix,cloudy with a chance of meatballs 2
1278,Young Frankenstein,7.901,2877,1974-12-15,106,English,"A young neurosurgeon inherits the castle of his grandfather, the famous Dr. Victor von Frankenstein. In the castle he finds a funny hunchback, a pretty lab assistant and the elderly housekeeper. Young Frankenstein believes that the work of his grandfather was delusional, but when he discovers the book where the mad doctor described his reanimation experiment, he suddenly changes his mind.",23.236,/c6335WJCZO8NK5wehHk5sA9Cypv.jpg,Comedy,"crossbow productions, gruskoff/venture films, jouer limited, 20th century fox",United States of America,"German, English",Prime Video,young frankenstein
1673,Boogie Nights,7.638,2866,1997-10-07,156,English,"Set in 1977, back when sex was safe, pleasure was a business and business was booming, idealistic porn producer Jack Horner aspires to elevate his craft to an art form. Horner discovers Eddie Adams, a hot young talent working as a busboy in a nightclub, and welcomes him into the extended family of movie-makers, misfits and hangers-on that are always around. Adams' rise from nobody to a celebrity adult entertainer is meteoric, and soon the whole world seems to know his porn alter ego, ""Dirk Diggler"". Now, when disco and drugs are in vogue, fashion is in flux and the party never seems to stop, Adams' dreams of turning sex into stardom are about to collide with cold, hard reality.",18.908,/wnE24UPCPQsQnbBOu4zVE2qaDNm.jpg,Drama,"new line cinema, lawrence gordon productions, ghoulardi film company",United States of America,English,Netflix,boogie nights
6953,21 Grams,7.337,2865,2003-09-06,124,English,"Paul Rivers, an ailing mathematician lovelessly married to an English émigré; Christina Peck, an upper-middle-class suburban housewife and mother of two girls; and Jack Jordan, a born-again ex-con, are brought together by a terrible accident that changes their lives.",17.06,/hdS0to9nUpgK0Zm1bZAF6BWRae7.jpg,"Drama, Crime, Thriller","this is that productions, y productions, mediana productions filmgesellschaft, focus features",United States of America,English,Prime Video,21 grams
5481,Austin Powers in Goldmember,5.998,2857,2002-07-26,93,English,"The world's most shagadelic spy continues his fight against Dr. Evil. This time, the diabolical doctor and his clone, Mini-Me, team up with a new foe—'70s kingpin Goldmember. While pursuing the team of villains to stop them from world domination, Austin gets help from his dad and an old girlfriend.",30.917,/aSNnxSNc7HftXa6EULM4Lq6mUDn.jpg,"Comedy, Crime, Science Fiction","eric's boy, new line cinema, team todd, gratitude international, moving pictures",United States of America,"English, Japanese, German, French",Netflix,austin powers in goldmember
6287,Anger Management,6.139,2857,2003-04-11,106,English,"After a small misunderstanding aboard an airplane escalates out of control, timid businessman Dave Buznik is ordered by the court to undergo anger management therapy at the hands of specialist Dr. Buddy Rydell. But when Buddy steps up his aggressive treatment by moving in, Dave goes from mild to wild as the unorthodox treatment wreaks havoc with his life.",28.06,/ezitJY9RTk3ReXc1nWhXjmU9cz0.jpg,Comedy,"columbia pictures, revolution studios, happy madison productions",United States of America,English,Netflix,anger management
65585,Bride Wars,6.232,2851,2009-01-09,89,English,Two best friends become rivals when their respective weddings are accidentally booked for the same day.,24.456,/eyXT8tmUoyHrg7YX1UVjmecHCWP.jpg,"Comedy, Romance","fox 2000 pictures, regency enterprises, new regency pictures, biride productions, dune entertainment, dune entertainment iii",United States of America,English,Prime Video,bride wars
60756,Step Brothers,6.557,2850,2008-07-25,98,English,"Brennan Huff and Dale Doback might be grown men. But that doesn't stop them from living at home and turning into jealous, competitive stepbrothers when their single parents marry. Brennan's constant competition with Dale strains his mom's marriage to Dale's dad, leaving everyone to wonder whether they'll ever see eye to eye.",20.377,/jV0eDViuTRf9cmj4H0JNvbvaNbR.jpg,Comedy,"columbia pictures, mosaic media group, gary sanchez productions, relativity media, apatow productions",United States of America,"English, Spanish",Netflix,step brothers
96432,Lawless,7.043,2832,2012-08-29,115,English,"In 1931, the Bondurant brothers of Franklin County, Virginia, run a multipurpose backwoods establishment that hides their true business — bootlegging. Middle brother Forrest is the brain of the operation; older Howard is the brawn, and younger Jack, the lookout. Though the local police have taken bribes and left the brothers alone, a violent war erupts when a sadistic lawman from Chicago arrives and tries to shut down the Bondurants operation.",24.445,/Ahtzwts22ayviD3LEVslfL4nRWB.jpg,"Crime, Drama, Western","the weinstein company, benaroya pictures, yucaipa films, annapurna pictures, pie films inc., red wagon entertainment, revolt films, blum hanson allen films, blumhouse productions",United States of America,English,Netflix,lawless
1722,Tomorrow Never Dies,6.346,2798,1997-12-11,119,English,A deranged media mogul is staging international incidents to pit the world's superpowers against each other. Now James Bond must take on this evil mastermind in an adrenaline-charged battle to end his reign of terror and prevent global pandemonium.,25.171,/gZm002w7q9yLOkltxT76TWGfdZX.jpg,"Adventure, Action, Thriller","eon productions, united artists, danjaq","United Kingdom, United States of America","German, English, Danish, Mandarin, Cantonese",Netflix,tomorrow never dies
1282,Fantasia,7.359,2795,1940-11-13,124,English,"Walt Disney's timeless masterpiece is an extravaganza of sight and sound! See the music come to life, hear the pictures burst into song and experience the excitement that is Fantasia over and over again.",28.494,/5m9njnidjR0syG2gpVPVgcEMB2X.jpg,"Animation, Family",walt disney productions,United States of America,English,Disney Plus,fantasia
41571,Memoirs of a Geisha,7.673,2790,2005-12-06,146,English,"A sweeping romantic epic set in Japan in the years before World War II, a penniless Japanese child is torn from her family to work as a maid in a geisha house.",21.389,/pBwYsQaSTgnPphIy02DJjCF2cqs.jpg,"Drama, Romance, History","columbia pictures, dreamworks pictures, spyglass entertainment, amblin entertainment, red wagon entertainment, united performers' studio, studiocanal","France, Japan, United States of America","English, Japanese",Netflix,memoirs of a geisha
77866,Robin Hood,5.893,2768,2018-11-21,116,English,A war-hardened Crusader and his Moorish commander mount an audacious revolt against the corrupt English crown.,23.422,/AiRfixFcfTkNbn2A73qVJPlpkUo.jpg,"Adventure, Action, Thriller","appian way, safehouse pictures, summit entertainment, thunder road, tik films, emg management, lionsgate",United States of America,English,Disney Plus,robin hood
1707,Home Alone 3,5.264,2764,1997-12-12,102,English,"9-year-old Alex Pruitt is home alone with the chicken pox. Turns out, due to a mix-up among nefarious spies, Alex was given a toy car concealing a top-secret microchip. Now Alex must fend off the spies as they try to break into his house to get it back.",25.015,/6uOadrCfle0n2LOOxHbgWEdnrm2.jpg,"Comedy, Family","20th century fox, hughes entertainment",United States of America,"Polish, English",Disney Plus,home alone 3
1407,Scream,6.712,2739,2022-01-12,114,English,"Twenty-five years after a streak of brutal murders shocked the quiet town of Woodsboro, a new killer has donned the Ghostface mask and begins targeting a group of teenagers to resurrect secrets from the town’s deadly past.",107.038,/nD4M4Bx457ryLuKYpxFwQ2IBJ5w.jpg,"Horror, Mystery, Thriller","paramount, project x entertainment, radio silence, spyglass media group",United States of America,English,Netflix,scream
78316,Letters to Juliet,6.973,2720,2010-05-13,105,English,"An American girl on vacation in Italy finds an unanswered ""letter to Juliet"" -- one of thousands of missives left at the fictional lover's Verona courtyard, which are typically answered by the ""secretaries of Juliet"" -- and she goes on a quest to find the lovers referenced in the letter.",24.282,/86sBDdFG0bIzdYDagZOfM6Ryoix.jpg,"Comedy, Drama, Romance","summit entertainment, applehead pictures",United States of America,"English, Italian, Spanish",Netflix,letters to juliet
2052,Hocus Pocus,7.055,2719,1993-07-16,96,English,"After 300 years of slumber, three sister witches are accidentally resurrected in Salem on Halloween night, and it is up to three kids and their newfound feline friend to put an end to the witches' reign of terror once and for all.",35.894,/by4D4Q9NlUjFSEUA1yrxq6ksXmk.jpg,"Fantasy, Comedy, Family","walt disney pictures, touchwood pacific partners 1",United States of America,"English, French",Disney Plus,hocus pocus
